"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2011-01-02","University of Freiburg Core Facility Genomics","Germany","Baden-Württemberg, Germany","None","None","48.007849,7.85677","1","0","1","0","0","0","0","0"
"2011-01-02","University of Geneva","Switzerland","Genève, Switzerland","False","False","46.1940617939,6.15127086639","1","0","1","0","0","0","0","0"
"2011-01-02","University of Graz, Austria","Austria","Steiermark, Austria","None","None","47.0585326693,15.4616872074","1","1","0","0","0","0","0","0"
"2011-01-02","University of Illinois","United States","IL, United States","None","None","40.106174,-88.218498","2","1","1","0","0","0","0","0"
"2011-01-02","University of Iowa DNA Facility","United States","IA, United States","None","False","41.6621081327,-91.5458965302","2","1","0","0","0","0","1","0"
"2011-01-02","University of Kansas Medical Center","United States","KS, United States","None","None","39.0575171007,-94.6102237701","1","0","0","1","0","0","0","0"
"2011-01-02","University of Konstanz","Germany","Baden-Württemberg, Germany","None","None","47.689659167,9.1875743866","2","1","1","0","0","0","0","0"
"2011-01-02","University of Leicester","United Kingdom","Leicester, United Kingdom","True","False","52.598377,-1.100464","2","1","0","0","0","0","1","0"
"2011-01-02","University of Michigan DNA Sequencing Core/Affymetrix and Microarray Core Facility","United States","MI, United States","True","False","42.2849150011,-83.7340410946","8","1","3","1","0","0","2","1"
"2011-01-02","University of Minnesota - Biomedical Genomics Center","United States","MN, United States","True","True","44.9728135638,-93.2339286804","3","1","1","1","0","0","0","0"
"2011-01-02","University of Nebraska Lincoln","United States","NE, United States","None","None","40.830924,-96.662564","1","1","0","0","0","0","0","0"
"2011-01-02","University of North Carolina - Chapel Hill","United States","North Carolina, United States","None","None","35.905918,-79.046831","5","1","4","0","0","0","0","0"
"2011-01-02","University of Nottingham","United Kingdom","Nottingham, United Kingdom","None","None","52.9394082472,-1.19709348626","2","1","0","0","0","0","1","0"
"2011-01-02","University of Oklahoma Advanced Center for Genome Technology","United States","Norman, Oklahoma, United States","True","True","35.1837702456,-97.439289093","1","1","0","0","0","0","0","0"
"2011-01-02","University of Oregon Highthroughput Sequencing Facility","United States","OR, United States","True","True","44.0560116958,-123.090820312","1","0","1","0","0","0","0","0"
"2011-01-02","University of Otago","New Zealand","NZ, New Zealand","None","None","-45.8691246069,170.507769585","2","1","0","0","0","0","1","0"
"2011-01-02","University of Rochester Functional Genomics Center","United States","Rochester, NY, United States","True","False","43.0708942107,-77.6800346375","1","0","0","0","0","0","1","0"
"2011-01-02","University of Southern Denmark","Denmark","Syddanmark, Denmark","None","None","55.2861023249,10.7539673522","1","0","1","0","0","0","0","0"
"2011-01-02","University of Tartu","Estonia","Tartu, Estonia","None","None","58.3836958244,26.7201447487","1","0","0","1","0","0","0","0"
"2011-01-02","University of Texas Genomic Sequencing and Analysis Facility","United States","TX, United States","True","False","30.2883283251,-97.7372932434","2","1","0","0","0","0","1","0"
"2011-01-02","University of the Western Cape","South Africa","Western Cape, South Africa","None","None","-33.905756,18.625946","1","0","1","0","0","0","0","0"
"2011-01-02","University of Utah","United States","UT, United States","True","False","40.765787,-111.842794","3","0","2","1","0","0","0","0"
"2011-01-02","University of Veterinary Medicine Vienna","Austria","Wien, Austria","True","None","48.2542999895,16.4317027332","1","0","1","0","0","0","0","0"
"2011-01-02","University of Wales and Aberystwyth","United Kingdom","Dyfed, United Kingdom","False","False","52.416921957,-4.06348228455","2","1","0","1","0","0","0","0"
"2011-01-02","University of Wisconsin Biotechnology Center Sequencing Facility","United States","Wisconsin, United States","True","False","43.075036,-89.411488","3","1","2","0","0","0","0","0"
"2011-01-02","University of York Technology Facility","United Kingdom","York, United Kingdom","None","None","53.960454,-1.092303","1","1","0","0","0","0","0","0"
"2011-01-02","Université Libre de Bruxelles","Belgium","Brussel Hoofdstedelijk Gewest, Belgium","False","None","50.8134193328,4.26501274109","1","1","0","0","0","0","0","0"
"2011-01-02","UNM","United States","NM, United States","None","False","35.095122366,-106.627163887","2","0","0","0","0","0","0","0"
"2011-01-02","UPenn DNA Sequencing Facility","United States","PA, United States","None","None","39.951694,-75.191116","1","1","0","0","0","0","0","0"
"2011-01-02","Uppsala SNP Technology Platform","Sweden","Uppsala, Sweden","True","True","59.8495788934,17.6398801804","2","0","2","0","0","0","0","0"
"2011-01-02","USDA-ARS MidSouth Area","United States","MS, United States","False","False","33.4249944296,-90.9109210968","1","1","0","0","0","0","0","0"
"2011-01-02","USDA/ARS U.S. Meat Animal Research Center","United States","NE, United States","False","False","40.5305017757,-98.1353759766","2","1","0","0","0","0","0","1"
"2011-01-02","UT Southwestern","United States","TX, United States","True","None","32.8190178233,-96.8432807922","1","0","0","0","0","0","1","0"
"2011-01-02","Vanderbilt University Medical Center","United States","TN, United States","True","False","36.14206,-86.80241","1","0","1","0","0","0","0","0"
"2011-01-02","Vavilov Institute of General Genetics","Russia","Москва, Russia","False","True","55.6958252844,37.5650024414","2","0","0","1","0","0","1","0"
"2011-01-02","VIB MicroArray Facility","Belgium","Vlaams Gewest, Belgium","True","True","50.8782627707,4.67352390289","1","1","0","0","0","0","0","0"
"2011-01-02","Victor Chang Cardiac Research Institute","Australia","Darlinghurst (Sydney), Australia","False","False","-33.8785260401,151.221962571","1","0","0","0","0","0","1","0"
"2011-01-02","Victorian Government Department of Primary Industries","Australia","VIC, Australia","False","False","-37.7260752859,145.055730343","2","1","1","0","0","0","0","0"
"2011-01-02","Vincent J. Coates Genomics Sequencing Laboratory","United States","CA, United States","True","False","37.8739810973,-122.256084681","4","0","4","0","0","0","0","0"
"2011-01-02","Virginia Bioinformatics Institute","United States","VA, United States","True","False","37.220589418,-80.426402092","3","2","1","0","0","0","0","0"
"2011-01-02","Virginia Commonwealth Univ","United States","VA, United States","None","None","37.3352243593,-77.431640625","1","0","0","0","0","0","1","0"
"2011-01-02","W. M. Keck Ecological and Evolutionary Genetics Facility ","United States","MA, United States","True","None","41.5255436395,-70.6740188599","1","1","0","0","0","0","0","0"
"2011-01-02","Wageningen University","Netherlands","Gelderland, Netherlands","None","None","51.986446,5.664203","1","1","0","0","0","0","0","0"
"2011-01-02","Waksman Institute","United States","NJ, United States","True","True","40.5231174145,-74.4719839096","2","0","1","0","0","0","1","0"
"2011-01-02","Warwick HRI","United Kingdom","Coventry, United Kingdom","None","None","52.3804079721,-1.56124198424","1","0","1","0","0","0","0","0"
"2011-01-02","Wellcome Trust Centre for Human Genetics","United Kingdom","Oxfordshire, United Kingdom","None","None","51.755303,-1.208067","10","2","7","1","0","0","0","0"
"2011-01-02","Wellcome Trust Sanger Institute","United Kingdom","Cambridgeshire, United Kingdom","None","True","52.0789389512,0.183312892914","43","2","40","0","0","0","0","1"
"2011-01-02","Western Carolina University","United States","NC, United States","None","None","35.3112818432,-83.1827688217","1","1","0","0","0","0","0","0"
"2011-01-02","Whitehead institute","United States","MA, United States","None","None","42.3633163915,-71.0893750191","2","0","2","0","0","0","0","0"
"2011-01-02","Wilhelm Johannsen Centre for Functional Genome Research","Denmark","Hovedstaden, Denmark","None","None","55.6946643153,12.5626516342","1","0","1","0","0","0","0","0"
"2011-01-02","Xcelris Labs","India","Ahmedabad, India","True","None","24.2870268654,72.7734375","2","1","0","0","0","0","1","0"
"2011-01-02","Yale University","United States","CT, United States","None","None","41.307729,-72.92038","1","0","1","0","0","0","0","0"
"2011-01-02","Yang Ming U Genome Research Center","Taiwan","Taipei, Taiwan","True","True","25.1110932361,121.541404724","2","1","1","0","0","0","0","0"
"2011-01-02","yourgene bioscience","Taiwan","台北縣, Taiwan","True","True","25.0074194531,121.428408623","1","0","1","0","0","0","0","0"
"2011-01-02","Zhe Jiang University","China","浙江省, China","None","None","30.2836182221,120.121765137","1","0","1","0","0","0","0","0"
"2011-01-02","高雄醫學大學","Taiwan","高雄市, Taiwan","None","None","22.6468643343,120.309305191","1","1","0","0","0","0","0","0"
"2011-04-03","Aalborg University","Denmark","Nordjylland, Denmark","None","None","57.028774,9.953613","1","0","1","0","0","0","0","0"
"2011-04-03","Academic Medical Center","Netherlands","Noord-Holland, Netherlands","None","True","52.2940022416,4.95818674564","2","1","0","0","0","0","1","0"
"2011-04-03","ACGT Sdn Bhd","Malaysia","WP Kuala Lumpur, Malaysia","False","None","3.04686131936,101.6872859","4","0","2","2","0","0","0","0"
"2011-04-03","AgriLIFE Genomics and Bioinformatics Center","United States","TX, United States","True","True","30.6116735593,-96.3535952568","3","1","2","0","0","0","0","0"
"2011-04-03","AIT Biotech","Singapore","Singapore, Singapore","True","True","1.29664080669,103.791253567","2","0","0","1","0","0","1","0"
"2011-04-03","Albert Einstein College of Medicine, Epigenomics Shared Facility","United States","NY, United States","True","False","40.8525140265,-73.8460636139","3","1","1","1","0","0","0","0"
"2011-04-03","Albert Einstein College of Medicine, Genomics Core","United States","NY, United States","True","False","40.8515726512,-73.8456559181","1","0","1","0","0","0","0","0"
"2011-04-03","Ambry Genetics","United States","CA, United States","True","None","33.5934591835,-117.725200653","3","0","2","1","0","0","0","0"
"2011-04-03","Ankara University","Turkey","Ankara, Turkey","None","None","39.909736,32.871094","1","1","0","0","0","0","0","0"
"2011-04-03","Arizona State University","United States","AZ, United States","None","None","33.4198544699,-111.928431988","1","0","1","0","0","0","0","0"
"2011-04-03","ARK-Genomics Roslin Institute","United Kingdom","Edinburgh, Midlothian, United Kingdom","True","True","55.863119,-3.154283","2","0","1","1","0","0","0","0"
"2011-04-03","Australian Genome Research Facility","Australia","QLD, Australia","True","False","-27.499412,153.012664","7","1","4","2","0","0","0","0"
"2011-04-03","Australian Genome Research Facility, Victoria","Australia","VIC, Australia","True","False","-37.7978144184,144.956059456","5","0","3","2","0","0","0","0"
"2011-04-03","Australian National University","Australia","ACT, Australia","True","False","-35.2765763518,149.120411039","3","1","1","0","0","0","1","0"
"2011-04-03","Babraham Institute","United Kingdom","Cambridgeshire, United Kingdom","None","None","52.133524,0.204132","2","0","2","0","0","0","0","0"
"2011-04-03","Baker IDI Heart and Diabetes Institute","Australia","VIC, Australia","False","False","-37.8431392129,144.985198975","1","0","1","0","0","0","0","0"
"2011-04-03","Barts Genome Centre","United Kingdom","Greater London, United Kingdom","None","None","51.5221023296,-0.100094676018","1","0","1","0","0","0","0","0"
"2011-04-03","Baseclear","Netherlands","Zuid-Holland, Netherlands","None","None","52.167457,4.474525","1","0","1","0","0","0","0","0"
"2011-04-03","BaseClear BV","Netherlands","Zuid-Holland, Netherlands","True","False","52.1658774895,4.46534156799","1","0","1","0","0","0","0","0"
"2011-04-03","Baylor  University Medical Center at Dallas","United States","TX, United States","None","None","32.7875631534,-96.7782211304","1","0","0","0","0","0","1","0"
"2011-04-03","Beckman Coulter Genomics (formerly Agencourt)","United States","MA, United States","True","True","42.5765964028,-70.9157180786","6","3","1","0","0","0","2","0"
"2011-04-03","Beijing Berry Genomics","China","北京市, China","True","True","39.9623855492,116.452159882","2","0","1","1","0","0","0","0"
"2011-04-03","Beijing Institute of Genomics","China","Beijing, China","True","True","39.9775147302,116.387357712","15","1","5","0","0","0","9","0"
"2011-04-03","BGI (formerly Beijing Genomics Institute)","China","Shenzhen, Guangdong, China","None","True","22.59119,114.264035","156","1","0","128","0","0","27","0"
"2011-04-03","biocant","Portugal","Coimbra, Portugal","True","None","40.3481751222,-8.61201095162","1","1","0","0","0","0","0","0"
"2011-04-03","Biodiversity Institute of Ontario","Canada","ON, Canada","None","None","43.5337404796,-80.2371883392","1","1","0","0","0","0","0","0"
"2011-04-03","Biodiversity Research Center, Academia Sinica","Taiwan","台北市, Taiwan","True","True","25.0427362338,121.612558365","4","1","2","0","0","0","1","0"
"2011-04-03","Biogemma","France","Clermont Ferrand, France","None","None","45.7885942873,3.13058853149","1","1","0","0","0","0","0","0"
"2011-04-03","BioMicroCenter","United States","MA, United States","None","None","42.3606527298,-71.0882592201","1","0","1","0","0","0","0","0"
"2011-04-03","Biopolis SL","Spain","Comunitat Valenciana, Spain","None","None","39.5158609017,-0.422823429108","1","1","0","0","0","0","0","0"
"2011-04-03","BIOTEC","Thailand","จ.ปทุมธานี, Thailand","None","None","14.0664340647,100.617771149","1","1","0","0","0","0","0","0"
"2011-04-03","BIOTEC TU Dresden","Germany","Sachsen, Germany","None","None","51.0560705418,13.7761688232","1","0","0","1","0","0","0","0"
